,Title,Subtitle,Composer,Orig. composer,Source,Document,Volume,Date,Page,Editor,Encoder,Arranger,Intabulator,Contributor,Concordances,Piece,Section,Type,Key,Difficulty,Ensemble,Part,Remarks,Recording,Facsimile,Fronimo,PDF,Midi,Created,Modified,composer,date_of_birth,birth_town,birth_country,date_of_death,death_town,death_country,nationality,lyrics,language,text_length,sadness,fear,anger,neutral,disgust,joy,surprise
6056,Sing a song of joy,,Thomas Campion,,Thomas Campion,First book of ayres,,1613,#15,Sarge Gerbode,Sarge Gerbode,,,,,Sing a song of joy,,"lute song, religious",GM,2.0,"6-course, bass, tenor, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_1/15_sing_a_song_of_joy/sing_a_song_of_joy.ft3,https://lutemusic.org/sources/CampionT/songs/book_1/15_sing_a_song_of_joy/pdf/sing_a_song_of_joy.pdf,https://lutemusic.org/sources/CampionT/songs/book_1/15_sing_a_song_of_joy/midi/sing_a_song_of_joy.mid,1573937409,1586042063,Thomas Campion,1567.0,London,England,1620.0,London,England,England,Sing a song of joy; Praise our God with mirth: His flock who can destroy? Is He not Lord of heav'n and earth? ,en,110,0.021750088781118393,0.0022305205930024385,0.015603943727910519,0.02554628625512123,0.015103636309504509,0.918229341506958,0.0015361577970907092
6061,"Awake, thou heavy spright",,Thomas Campion,,Thomas Campion,First book of ayres,,1613,#16,Sarge Gerbode,Sarge Gerbode,,,,,"Awake, thou heavy spright",,"lute song, religious",GM,2.0,"6-course, bass, tenor, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_1/16_awake_thou_heavy_sprite/awake_thou_heavy_sprite.ft3,https://lutemusic.org/sources/CampionT/songs/book_1/16_awake_thou_heavy_sprite/pdf/awake_thou_heavy_sprite.pdf,https://lutemusic.org/sources/CampionT/songs/book_1/16_awake_thou_heavy_sprite/midi/awake_thou_heavy_sprite.mid,1573937409,1586042063,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"Awake, awake, thou heavy sprite, That sleep'st the deadly sleep of sin; Rise now and walk the ways of light: 'Tis not too late yet to begin. Seek heaven early, seek it late: True faith still finds an open gate. Seek heaven early, seek it late: True faith still finds an open gate. ",en,281,0.023601602762937546,0.8875075578689575,0.03430826961994171,0.04293413087725639,0.006761150434613228,0.001912023639306426,0.0029752738773822784
6066,"Come, cheerful day",,Thomas Campion,,Thomas Campion,First book of ayres,,1613,#17,Sarge Gerbode,Sarge Gerbode,,,,,"Come, cheerful day",,lute song,Gm,2.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_1/17_come_cheerful_day/come_cheerful_day.ft3,https://lutemusic.org/sources/CampionT/songs/book_1/17_come_cheerful_day/pdf/come_cheerful_day.pdf,https://lutemusic.org/sources/CampionT/songs/book_1/17_come_cheerful_day/midi/come_cheerful_day.mid,1573937409,1586042063,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"Come, cheerful day, come cheerful day, part of my life to me: For while thou view'st me with thy fading light, Part of my life doth still depart with thee, And I still onward haste to my last night. Time's fatal wings do ever forward fly, So ev'ry day, so ev'ry day we live, we live, a day we die. Time's fatal wings do ever forward fly, So ev'ry day, so ev'ry day we live, we live, a day we die. ",en,397,0.016570568084716797,0.004043778870254755,0.005191319156438112,0.023920508101582527,0.003045669523999095,0.9463165402412415,0.0009114716085605323
6071,Seek the Lord,,Thomas Campion,,Thomas Campion,First book of ayres,,1613,#18,Sarge Gerbode,Sarge Gerbode,,,,,Seek the Lord,,"lute song, religious",Gm,2.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_1/18_seek_the_lord/seek_the_lord.ft3,https://lutemusic.org/sources/CampionT/songs/book_1/18_seek_the_lord/pdf/seek_the_lord.pdf,https://lutemusic.org/sources/CampionT/songs/book_1/18_seek_the_lord/midi/seek_the_lord.mid,1573937409,1586042063,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"Seek the Lord, and in His ways persever: O faint not. but as eagles fly, For his steep hill is high, Then striving gain the top and triumph ever. O faint not. but as eagles fly, For his steep hill is high, Then striving gain the top and triumph ever. ",en,251,0.05470099672675133,0.850933849811554,0.02965717948973179,0.036671657115221024,0.016568632796406746,0.009907692670822144,0.0015598936006426811
6076,Lighten heavy heart thy spright,,Thomas Campion,,Thomas Campion,First book of ayres,,1613,#19,Sarge Gerbode,Sarge Gerbode,,,,,Lighten heavy heart thy spright,,lute song,GM,2.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_1/19_lighten_heavy_heart_thy_sprite/lighten_heavy_heart.ft3,https://lutemusic.org/sources/CampionT/songs/book_1/19_lighten_heavy_heart_thy_sprite/pdf/lighten_heavy_heart.pdf,https://lutemusic.org/sources/CampionT/songs/book_1/19_lighten_heavy_heart_thy_sprite/midi/lighten_heavy_heart.mid,1573937409,1586042063,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"Lighten heavy heart, thy sprite, The joys recall that thence are fled: Yield thy breast some living light, The man that nothing doth is dead. Tune thy temper to these sounds, And quicken so thy joyless mind; Sloth the worst and best confounds, It is the ruin of mankind. ",en,271,0.2508331537246704,0.055990174412727356,0.4837561249732971,0.04541097208857536,0.09758463501930237,0.06556650996208191,0.0008584297029301524
6081,Jack and Joan,,Thomas Campion,,Thomas Campion,First book of ayres,,1613,#20,Sarge Gerbode,Sarge Gerbode,,,,,Jack and Joan,,lute song,GM,2.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_1/20_jack_and_joan/jack_and_joan.ft3,https://lutemusic.org/sources/CampionT/songs/book_1/20_jack_and_joan/pdf/jack_and_joan.pdf,https://lutemusic.org/sources/CampionT/songs/book_1/20_jack_and_joan/midi/jack_and_joan.mid,1573937409,1586042063,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"Jack and Joan they think no ill, But loving live, and merry still; Do their weekdays' work, and pray Devoutly on the holly day; Skip and trip it on the green, And help to choose the Summer Queen; Lash out at a country feast Their silver penny with the best. ",en,258,0.013265405781567097,0.0035688038915395737,0.005164175294339657,0.01621551625430584,0.0029153083451092243,0.9576507806777954,0.0012200594646856189
6086,All looks be pale,,Thomas Campion,,Thomas Campion,First book of ayres,,1613,#21,Sarge Gerbode,Sarge Gerbode,,,,,All looks be pale,,lute song,Gm,2.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_1/21_all_looks_be_pale/all_looks_be_pale.ft3,https://lutemusic.org/sources/CampionT/songs/book_1/21_all_looks_be_pale/pdf/all_looks_be_pale.pdf,https://lutemusic.org/sources/CampionT/songs/book_1/21_all_looks_be_pale/midi/all_looks_be_pale.mid,1573937409,1586042063,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"All looks be pale, hearts cold as stone, For Hally now is dead and gone, Hally in whose sight, Most sweet sight, All the earth late took delight. Ev'ry eye weep with me, weep with me, weep with me, Joys drown'd in tears must be, joys drown'd in tears must be. ",en,260,0.9617440104484558,0.005476285703480244,0.00875756237655878,0.007530970964580774,0.0052165687084198,0.010610556229948997,0.0006640957435593009
6090,Vain men whose follies,,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#1,Sarge Gerbode,Sarge Gerbode,,,,,Vain men whose follies,,lute song,FM,3.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/01_vain_men_whose_follies/vain_men_whose_follies.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/01_vain_men_whose_follies/pdf/vain_men_whose_follies.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/01_vain_men_whose_follies/midi/vain_men_whose_follies.mid,1573937409,1586042063,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"Vain men whose follies make a god of love, Whose blindness beauty doth immortal deem, Praise not what you desire, but what you prove; Count those things good that are, not those that seem. I cannot call her true that's false to me, Nor make of women more than women be. I cannot call her true that's false to me, Nor make of women more than women be. ",en,351,0.028975382447242737,0.13421088457107544,0.23505131900310516,0.39514875411987305,0.19197586178779602,0.010755214840173721,0.003882643999531865
6095,How eas'ly wert thou chained,,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#2,Sarge Gerbode,Sarge Gerbode,,,,,How eas'ly wert thou chained,,lute song,Cm,2.0,"6-course, bass, tenor, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/02_how_easily_wert_thou_chained/02_how_easly_wert_thou_chained.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/02_how_easily_wert_thou_chained/pdf/02_how_easly_wert_thou_chained.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/02_how_easily_wert_thou_chained/midi/02_how_easly_wert_thou_chained.mid,1573937409,1586042063,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"How eas'ly wert thou chained, Fond heart by favours feigned? Why liv'd thy hopes in grace, Straight to die, straight to die disdained? But since th'art now beguiled, By love that falsely smiled, In some less happy place Mourn alone, mourn alone exiled. My love still here increaseth, And with my love my grief, While her sweet bounty ceaseth, That gave my woes relief. Yet 'tis no woman leave me, For such may prove unjust, A goddess thus deceives me, Whose faith who could mistrust. ",en,484,0.9801749587059021,0.0034487599041312933,0.003795720636844635,0.005180228967219591,0.002580721862614155,0.0036941617727279663,0.0011254335986450315
6096,How eas'ly wert thou chained,,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#2,Sarge Gerbode,Sarge Gerbode,,,,,How eas'ly wert thou chained,,lute song,Cm,2.0,"6-course, bass, tenor, soprano","bass, tenor, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/02_how_easily_wert_thou_chained/02_how_easly_wert_thou_chained_3.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/02_how_easily_wert_thou_chained/pdf/02_how_easly_wert_thou_chained_3.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/02_how_easily_wert_thou_chained/midi/02_how_easly_wert_thou_chained_3.mid,1573937409,1586042063,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"How eas'ly wert thou chained, Fond heart by favours feigned? Why liv'd thy hopes in grace, Straight to die, straight to die disdained? But since th'art now beguiled, By love that falsely smiled, In some less happy place Mourn alone, mourn alone exiled. My love still here increaseth, And with my love my grief, While her sweet bounty ceaseth, That gave my woes relief. Yet 'tis no woman leave me, For such may prove unjust, A goddess thus deceives me, Whose faith who could mistrust. eas'ly wert thou chained, Fond heart by favours feigned? Why liv'd thy hopes in grace, Straight to die, straight to die disdained? But since th'art now beguiled, By love that falsely smiled, In some less happy place Mourn alone, mourn alone exiled. My love still here increaseth, And with my love my grief, While her sweet bounty ceaseth, That gave my woes relief. Yet 'tis no woman leave me, For such may prove unjust, A goddess thus deceives me, Whose faith who could mistrust. ",en,964,0.9515952467918396,0.012231850996613503,0.009867160581052303,0.013302727602422237,0.007635959889739752,0.0025933864526450634,0.002773650223389268
6100,Harden now thy tired heart,,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#3,Sarge Gerbode,Sarge Gerbode,,,,,Harden now thy tired heart,,lute song,Cm,2.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/03_harden_now_thy_tired_heart/03_harden_now_thy_tired_heart.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/03_harden_now_thy_tired_heart/pdf/03_harden_now_thy_tired_heart.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/03_harden_now_thy_tired_heart/midi/03_harden_now_thy_tired_heart.mid,1573937409,1586042063,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"Harden now thy tired heart, with more then flinty rage; N'er let her false tears henceforth thy constant grief assuage. Once true happy days thou saw'st, when she stood firm and kind: Both as one then liv'd and held one ear, one  tongue,  one mind. But now those bright hours be fled, and never may return: What then remains but her untruths to mourn? But now those bright hours be fled, and never may return: What then remains but her untruths to mourn? ",en,455,0.9015040397644043,0.029611531645059586,0.032225802540779114,0.020928485319018364,0.010957594960927963,0.0025498801842331886,0.0022226839791983366
6105,O what unhoped for sweet supply,,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#4,Sarge Gerbode,Sarge Gerbode,,,,,O what unhoped for sweet supply,,lute song,Fm,3.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/04_o_what_unhoped-for_sweet_supply/o_what_unhoped_for_sweet_supply.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/04_o_what_unhoped-for_sweet_supply/pdf/o_what_unhoped_for_sweet_supply.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/04_o_what_unhoped-for_sweet_supply/midi/o_what_unhoped_for_sweet_supply.mid,1573937409,1586042064,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"O, what unhop'd for sweet supply, O, what joys ex ceeding! What an affecting charm feel I From delight proceeding? That which I long despair'd to be. To her I am, to her I am, and she, and she to me. That which I long despair'd to be. To her I am, to her I am, and she, and she to me. ",en,285,0.24419927597045898,0.3716220557689667,0.005183236673474312,0.012570037506520748,0.004085018765181303,0.35454225540161133,0.007798124570399523
6110,Where she her sacred bow'r,,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#5,Sarge Gerbode,Sarge Gerbode,,,,,Where she her sacred bow'r,,lute song,GM,3.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/05_where_she_her_sacred_bowers_adornes/where_she_her_sacred_bower_adorns.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/05_where_she_her_sacred_bowers_adornes/pdf/where_she_her_sacred_bower_adorns.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/05_where_she_her_sacred_bowers_adornes/midi/where_she_her_sacred_bower_adorns.mid,1573937409,1586042064,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"Where she her sacred bow'r adorns, The rivers clearly flow: The groves and meadows swell with flow'rs, The winds all gently blow. Her sunlike beauty shines so fair Her Spring can never fade: Who then can blame the life that strives To harbour in her shade? ",en,257,0.10075194388628006,0.04685036838054657,0.2613467574119568,0.4460891783237457,0.025878410786390305,0.11143054813146591,0.007652880623936653
6115,Fain would I my love disclose,,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#6,Sarge Gerbode,Sarge Gerbode,,,,,Fain would I my love disclose,,lute song,GM,2.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/06_fain_would_i_my_love_disclose/fain_would_i_my_love_disclose.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/06_fain_would_i_my_love_disclose/pdf/fain_would_i_my_love_disclose.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/06_fain_would_i_my_love_disclose/midi/fain_would_i_my_love_disclose.mid,1573937409,1586042064,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"Fain would I my love disclose, Ask what  honour might deny; But both love and her I lose, From my motion if she fly. Worse than pain is fear to me, Then hold in fancy, though it burn; If not happy, safe I'll be, And to my cloister'd cares return. ",en,247,0.18430563807487488,0.4984367787837982,0.23744313418865204,0.011733271181583405,0.06138712167739868,0.005736594088375568,0.0009574220166541636
6120,Give beauty all her right,,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#7,Sarge Gerbode,Sarge Gerbode,,,,,Give beauty all her right,,lute song,FM,2.0,"7-course, bass, alto, soprano","7-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/07_give_beauty_all_her_right/give_beauty_all_her_right.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/07_give_beauty_all_her_right/pdf/give_beauty_all_her_right.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/07_give_beauty_all_her_right/midi/give_beauty_all_her_right.mid,1573937409,1586042064,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"Give beauty all her right; She's not to one form tied: Each shape yields fair delight Where her perfections bide. Helen, I grant, might pleasing be, And Ros'mond, and Ros'mond was as sweet, was as sweet, was as sweet as she. Helen, I grant, might pleasing be, And Ros'mond, and Ros'mond was as sweet, was as sweet, was as sweet as she. ",en,336,0.016259895637631416,0.006144053302705288,0.027278227731585503,0.43469715118408203,0.10065391659736633,0.4108046591281891,0.0041622137650847435
6125,"O dear, that I with thee might live",,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#8,Sarge Gerbode,Sarge Gerbode,,,,,"O dear, that I with thee might live",,lute song,Gm,2.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/08_o_dear_that_i_with_thee/o_dear_that_I_with_thee_might_live.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/08_o_dear_that_i_with_thee/pdf/o_dear_that_I_with_thee_might_live.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/08_o_dear_that_i_with_thee/midi/o_dear_that_I_with_thee_might_live.mid,1573937409,1586042064,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"O, dear, that I with thee might live, From human trace removed: Where jealous care might neither grieve, Yet each dote on their loved: While fond fear may colour find, Love's seldom pleased: But much like a sick man's rest, it's soon diseased. While fond fear may colour find, Love's seldom pleased: But much like a sick man's rest, it's soon diseased. ",en,353,0.8799179196357727,0.06678471714258194,0.00767150241881609,0.02882905676960945,0.011110805906355381,0.002877982333302498,0.00280798994936049
6130,"Good men, show if you can tell",,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#9,Sarge Gerbode,Sarge Gerbode,,,,,"Good men, show if you can tell",,lute song,Cm,2.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/09_good_men_show_if_you_can_tell/good_men_show_if_you_can_tell.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/09_good_men_show_if_you_can_tell/pdf/good_men_show_if_you_can_tell.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/09_good_men_show_if_you_can_tell/midi/good_men_show_if_you_can_tell.mid,1573937409,1586042064,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"Good men show, if you can tell, Where doth human pity dwell? Far and near her would I seek, So vex'd with sorrow is my breast. She (they say) to all is meek; And only makes th'unhappy bless'd. ",en,193,0.8708707690238953,0.002837635576725006,0.09051822125911713,0.01652325876057148,0.011577210389077663,0.0059544979594647884,0.001718374784104526
6135,What harvest half so sweet is,,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#10,Sarge Gerbode,Sarge Gerbode,,,,,What harvest half so sweet is,,lute song,Gm,2.0,"6-course, bass, tenor, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/10_what_harvest_half_so_sweet_is/what_harvest_half_so_sweet_is.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/10_what_harvest_half_so_sweet_is/pdf/what_harvest_half_so_sweet_is.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/10_what_harvest_half_so_sweet_is/midi/what_harvest_half_so_sweet_is.mid,1573937410,1586042064,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"What harvest half so sweet is, As still to reap the kisses Grown ripe in sowing? And straight to be receiver Of that which thou art giver, Rich in bestowing? Kiss then my harvest queen, Full garners heaping; Kisses ripest when th'are green, Want only reaping. Kissthen my harvest queen, Full garners heaping; Kisses ripest when th'are green, Want only reaping. ",en,361,0.023746127262711525,0.03319035470485687,0.10548680275678635,0.602622926235199,0.14647305011749268,0.06233727186918259,0.026143431663513184
6140,"Sweet, exclude me not",,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#11,Sarge Gerbode,Sarge Gerbode,,,,,"Sweet, exclude me not",,lute song,Gm,2.0,"6-course, bass, tenor, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/11_sweet_exclude_me_not/sweet_exclude_me_not.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/11_sweet_exclude_me_not/pdf/sweet_exclude_me_not.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/11_sweet_exclude_me_not/midi/sweet_exclude_me_not.mid,1573937410,1586042064,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"Sweet, exclude me not, nor be divided From him that ere long must bed thee: All thy maiden doubts law hath decided, Sure we are, and I must wed thee. Presume then yet a little more, yet a little more, yet a little more, yet a little more, Here's the way, the way, the way; bar not the door. Presume then yet a little more, yet a little more, yet a little more, yet a little more, Here's the way, the way, the way; bar not the door. ",en,432,0.044607143849134445,0.22033090889453888,0.08252827823162079,0.5607697367668152,0.06293176114559174,0.016062119975686073,0.01277008093893528
6145,The peaceful western wind,,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#12,Sarge Gerbode,Sarge Gerbode,,,,,The peaceful western wind,,lute song,GM,2.0,"6-course, bass, tenor, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/12_the_peaceful_western_wind/the_peaceful_western_wind.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/12_the_peaceful_western_wind/pdf/the_peaceful_western_wind.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/12_the_peaceful_western_wind/midi/the_peaceful_western_wind.mid,1573937410,1586042064,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"The peaceful  western wind The winter storms hath tam'd, And nature in each kind the kind heat hath in flam'd. The forward buds so sweetly breathe Out of their earthly bow'rs, That heav'n which views their pomp beneath, Would fain be deck'd with flow'rs. The forward buds so sweetly breathe Out of their earthly bow'rs, That heav'n which views their pomp beneath, Would fain be deck'd with flow'rs. ",en,399,0.02763625793159008,0.003828831482678652,0.007954622618854046,0.045327626168727875,0.008416464552283287,0.9049859642982483,0.0018502912716940045
6151,"There is none, O none but you",,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#13,Sarge Gerbode,Sarge Gerbode,,,,,"There is none, O none but you",,lute song,FM,2.0,"7-course, bass, tenor, soprano","7-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/13_there_is_none_o_none_but_you/there_is_none_o_none_but_you.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/13_there_is_none_o_none_but_you/pdf/there_is_none_o_none_but_you.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/13_there_is_none_o_none_but_you/midi/there_is_none_o_none_but_you.mid,1573937410,1586042064,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"There is none, O none but you, That from me estrange your sight, Whom mine eyes affect to view, Or chained ears hear with delight. ",en,131,0.0050149597227573395,0.002443125704303384,0.006999198347330093,0.023464348167181015,0.012500395067036152,0.9482355117797852,0.0013425924116745591
6156,Pined I am and like to die,,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#14,Sarge Gerbode,Sarge Gerbode,,,,,Pined I am and like to die,,lute song,CM,2.0,"7-course, bass, tenor, soprano","7-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/14_pined_I_am_and_like_to_die/pined_i_am_and_like_to_die.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/14_pined_I_am_and_like_to_die/pdf/pined_i_am_and_like_to_die.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/14_pined_I_am_and_like_to_die/midi/pined_i_am_and_like_to_die.mid,1573937410,1586042064,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"Pin'd I am and like to die, And all for lack of that which I Do ev'ry day refuse: If I musing sit or stand, Some puts it daily in my hand, To interrupt my muse. The same thing I seek and fly. And want that which none would deny. The same thing I seek and fly. And want that which none would deny. ",en,297,0.08527933806180954,0.21399804949760437,0.5761135816574097,0.06857717037200928,0.0451369434595108,0.00964638777077198,0.0012485259212553501
6162,So many loves have I neglected,,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#15,Sarge Gerbode,Sarge Gerbode,,,,,So many loves have I neglected,,lute song,GM,2.0,"6-course, bass, tenor, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/15_so_many_loves_have_i_neglected/so_many_loves_have_i_neglected.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/15_so_many_loves_have_i_neglected/pdf/so_many_loves_have_i_neglected.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/15_so_many_loves_have_i_neglected/midi/so_many_loves_have_i_neglected.mid,1573937410,1586042064,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"So many loves have I neglected, Whose good parts might move me: That now I live of all reject ed, There is none will love me. Why is maiden heat so coy? It freezeth when it burneth; Loseth what it might enjoy, And, having lost it, mourneth. ",en,241,0.9400175213813782,0.016685057431459427,0.008909107185900211,0.01873580738902092,0.010947874747216702,0.0026708096265792847,0.0020338359754532576
6167,Though your strangeness,,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#16,Sarge Gerbode,Sarge Gerbode,,,,,Though your strangeness,,lute song,Gm,2.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/16_though_your_strangeness/though_your_strangeness_frets_my_heart.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/16_though_your_strangeness/pdf/though_your_strangeness_frets_my_heart.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/16_though_your_strangeness/midi/though_your_strangeness_frets_my_heart.mid,1573937410,1586042064,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"Though your strangeness frets my heart, Yet may I not complain: You persuade me, 'tis but art That secret love must feign. If another you affect, 'Tis but a show t'avoid suspect, Is this fair excusing? O no, all is abusing. If another you affect, 'Tis but a show t'avoid suspect, Is this fair excusing? O no, all is abusing. ",en,325,0.026719512417912483,0.12500615417957306,0.22206418216228485,0.12876690924167633,0.4791269302368164,0.009161781519651413,0.009154444560408592
6172,Come away,,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#17,Sarge Gerbode,Sarge Gerbode,,,,,Come away,,lute song,GM,2.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/17_come_away/come_away.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/17_come_away/pdf/come_away.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/17_come_away/midi/come_away.mid,1573937410,1586042064,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"Come away, come away, arm'd with love's delights Thy sprightful graces bring with thee, When love and longing fights, They must  the sticklers be. Come quickly, come, the promis'd hour is wellnigh spent, And pleasure being too much deferr'd, loseth her best content. Come quickly, come, the promis'd hour is wellnigh spent, And pleasure being too much deferr'd, loseth her best content. ",en,387,0.02462591789662838,0.07352045178413391,0.06710025668144226,0.37637200951576233,0.017863720655441284,0.4362925887107849,0.004225012380629778
6177,"Come, you pretty",,Thomas Campion,,Thomas Campion,Second book of ayres,,1613,#18,Sarge Gerbode,Sarge Gerbode,,,,,"Come, you pretty",,lute song,Gm,2.0,"6-course, bass, alto, soprano","6-course, soprano",,,,https://lutemusic.org/sources/CampionT/songs/book_2/18_come_you_pretty/come_you_pretty_false-eyed_wanton.ft3,https://lutemusic.org/sources/CampionT/songs/book_2/18_come_you_pretty/pdf/come_you_pretty_false-eyed_wanton.pdf,https://lutemusic.org/sources/CampionT/songs/book_2/18_come_you_pretty/midi/come_you_pretty_false-eyed_wanton.mid,1573937410,1586042064,Thomas Campion,1567.0,London,England,1620.0,London,England,England,"Come, you pretty, falseeyed wanton, Leave your crafty smiling: Think you to escape me now, With slipp'ry words beguiling? No, you mock'd me th'other day; When you got loose, you fled away: But since I have caught you now, I'll clip your wings for flying: Smoth'ring kisses fast I'll heap And keep you so from crying. ",en,317,0.02832403965294361,0.2488487809896469,0.4195672571659088,0.20502695441246033,0.042656611651182175,0.05099283531308174,0.004583452362567186
